#{"t_start": 1747523962.9248097, "env_id": "None"}
r,l,t
8.318883,9,4371.303603
11.398781,10,4371.350732
4.3827543,10,4371.377394
6.362933,10,4371.417784
6.12586,10,4371.460349
6.0032396,11,4371.505677
8.974914,10,4371.535725
5.750632,11,4371.575545
5.809424,10,4371.606189
1.7448392,10,4371.639587
11.022334,10,4371.663952
6.7637553,9,4371.689083
7.268674,10,4371.717296
8.747235,9,4371.738657
5.75,11,4371.77345
4.1,10,4371.811771
4.718638,10,4371.855008
1.0500002,10,4371.890164
7.511957,10,4371.92592
7.905727,11,4371.970942
6.8061147,9,4372.007146
7.335859,9,4373.722981
7.937112,10,4373.774207
6.6694927,10,4373.824632
1.85,10,4373.853195
5.082135,9,4375.127756
6.511255,11,4375.162331
6.189265,8,4375.191192
9.645633,10,4375.241171
9.0248575,11,4375.274046
6.715635,10,4375.29713
8.80157,11,4375.337453
3.6000001,9,4375.369862
9.174589,9,4375.407066
9.375785,10,4375.443155
8.534847,9,4375.468327
7.873457,10,4375.491189
2.35,10,4375.517459
6.4474945,10,4375.543319
4.2874846,11,4375.573787
5.1745424,11,4375.611447
7.1457167,10,4375.642607
8.584909,11,4375.681973
8.31008,9,4375.717748
9.539811,8,4375.7389
8.915098,10,4375.765032
8.653257,10,4375.793468
5.0,9,4375.815033
6.733948,10,4375.858512
7.295273,10,4375.885197
2.086979,9,4375.907393
6.4979167,12,4375.940225
7.9334126,11,4375.980767
7.302747,11,4376.019318
7.13287,9,4376.050477
4.576268,11,4376.091746
2.7252355,9,4376.119016
8.207931,10,4376.158603
7.9797425,10,4376.190869
8.7839155,9,4376.225753
4.2,8,4376.255872
7.79033,9,4376.298649
6.1028986,11,4376.33792
7.822123,10,4376.373964
8.802931,11,4376.416295
7.3300595,10,4376.462611
4.305519,10,4376.488859
5.487495,9,4376.510338
8.808838,11,4376.545643
10.778193,10,4376.570965
6.3308687,10,4376.595939
-5.4,10,4376.652064
8.275631,9,4376.688382
6.7411237,11,4376.740768
6.597222,9,4376.766794
4.5,9,4376.790712
8.950716,10,4376.818876
8.736228,10,4376.84466
8.394142,10,4376.88049
8.805878,11,4376.906581
8.028763,11,4376.956563
7.338789,10,4376.995193
6.9793496,11,4377.032483
11.50277,10,4377.068713
3.6947474,11,4377.110309
8.5086775,11,4377.153029
8.7942915,9,4377.192757
6.7396374,11,4377.223922
6.7990417,10,4377.268599
6.3807955,11,4377.339036
6.4573665,9,4377.405028
7.100177,9,4377.443621
5.671316,10,4377.472049
8.393029,10,4377.517531
6.166925,10,4377.541543
8.030851,11,4377.569839
8.940823,11,4377.606125
8.447395,10,4377.640449
7.4768996,11,4377.684139
4.205584,8,4377.704269
6.152819,10,4377.747599
7.119088,10,4377.772092
9.09178,11,4377.807573
10.094156,11,4377.842058
6.4811816,9,4377.869487
7.7483177,10,4377.901696
6.2392216,9,4377.926235
5.7212334,10,4377.965735
4.01416,10,4378.000838
5.7936883,10,4378.043881
4.6801457,11,4378.071805
6.853166,11,4378.098581
6.7452464,10,4378.126064
8.583454,11,4378.174552
3.4,8,4378.201073
4.0558724,11,4378.238
0.6330849,10,4378.275235
9.251344,11,4378.306754
7.2436438,11,4378.335162
7.084049,8,4378.354613
10.352893,10,4378.389139
3.3859584,11,4378.415749
5.6217227,11,4378.447975
2.339809,12,4380.149264
2.5548725,9,4380.172151
8.279064,9,4380.196505
7.708712,9,4380.221412
8.077933,9,4380.251927
5.278075,9,4380.290658
3.6543329,10,4380.321826
10.28713,9,4380.348438
7.5402102,9,4380.380108
5.0232306,10,4380.416348
8.256302,11,4380.45829
6.643072,10,4380.508585
7.5427227,11,4380.542473
6.412834,11,4380.56992
3.007365,11,4380.601733
0.75,9,4380.640344
5.398837,10,4380.670835
7.834771,10,4380.696403
8.266516,9,4380.720046
7.83627,10,4380.755589
7.6812944,10,4380.795621
9.537784,11,4380.827644
6.889374,10,4380.858985
6.0957937,9,4380.890049
7.1776586,10,4380.931933
7.12929,10,4380.974861
8.252023,9,4381.009758
7.8820925,10,4381.044403
8.827093,11,4381.08862
8.419039,9,4381.129934
5.05,8,4381.157242
8.558399,10,4381.198601
7.913453,10,4381.243749
7.5497026,10,4381.284845
5.907408,10,4381.322231
4.9066896,10,4381.358356
5.230133,10,4381.400074
7.959371,10,4381.436884
7.5036087,10,4381.470845
6.330827,11,4381.503943
5.719264,11,4381.550647
1.6500001,10,4381.587742
8.117908,10,4381.624266
6.1898274,11,4381.668732
7.6743364,10,4381.708412
4.9306083,12,4381.753016
7.311396,10,4381.812684
7.947488,11,4381.857344
7.989772,9,4381.881809
7.0240283,10,4381.914247
2.1000001,11,4381.947503
7.1862836,11,4381.997532
6.1051826,11,4382.028614
9.070879,11,4382.058269
7.748561,11,4382.092247
4.6751866,8,4382.119533
9.150307,11,4382.155389
8.642486,10,4382.186538
1.7548122,9,4382.213117
4.455034,10,4382.245011
5.648386,10,4382.270165
8.3591,10,4382.30005
8.519586,11,4382.329123
5.317198,9,4382.352031
8.338318,8,4382.372357
6.046084,10,4382.397587
7.504365,10,4382.437236
6.3249664,11,4382.476123
7.8518615,10,4382.506181
8.950531,10,4382.538042
6.1,8,4382.561162
5.144239,10,4382.589409
7.425084,11,4382.621998
7.0483356,11,4382.663386
0.90000004,11,4382.700152
4.0546002,11,4382.742862
7.3340807,10,4382.76725
4.4406495,9,4382.795738
8.442266,11,4382.835963
5.1784844,11,4382.866647
3.554539,10,4382.904652
7.786126,10,4382.933028
6.632767,12,4382.979188
6.5091257,10,4383.012965
7.94408,10,4383.047812
0.0,11,4383.088356
7.7733173,12,4383.128221
7.081774,10,4383.172089
-5.25,9,4383.202669
7.569051,10,4383.233186
5.1789,11,4383.277739
8.535817,9,4383.316194
7.566288,10,4383.35264
9.849417,10,4383.385748
8.945564,10,4383.417245
7.311161,10,4383.448436
0.6,10,4383.495544
2.258164,10,4383.535747
9.579386,9,4383.569409
5.042035,10,4383.603237
7.212932,10,4383.638556
8.520817,10,4383.677864
9.545822,11,4385.349315
5.91292,11,4385.391294
7.422774,10,4385.423463
6.5359607,10,4385.461013
9.453569,9,4385.501411
6.280983,11,4385.548762
8.287083,9,4385.581216
9.491877,9,4385.6135
0.34999996,11,4385.654448
2.8500001,10,4385.688728
5.1532006,8,4385.713946
6.4137464,11,4385.753681
1.9999999,11,4385.801737
7.7911177,11,4385.855841
1.35,10,4385.893519
5.443021,10,4385.930577
4.870147,10,4385.976046
8.649219,10,4386.007461
6.554578,9,4386.036319
5.594899,10,4386.076136
2.9322677,12,4386.12726
6.372954,10,4386.164204
3.1707718,11,4386.191636
3.15,10,4386.220378
4.8032656,10,4386.251202
4.242822,9,4386.276305
7.3401747,11,4386.302704
4.8526344,10,4386.326814
6.1499996,11,4386.361004
7.2333474,9,4386.38349
5.945228,9,4386.423725
7.0240583,10,4386.458547
7.7994676,9,4386.489838
6.6617546,10,4386.523905
5.1522946,11,4386.573396
4.093071,11,4386.612568
5.754105,9,4386.641487
6.3824744,10,4386.680144
8.072496,11,4386.719605
6.3689528,11,4386.751259
8.376776,11,4386.780648
6.711709,11,4386.815986
1.9000001,10,4386.859808
3.8608449,10,4386.895449
9.614443,10,4386.936018
10.413267,9,4386.96898
5.429449,11,4387.010965
6.8183637,9,4387.038992
6.5800705,10,4387.073739
5.242071,10,4387.122683
5.729986,11,4387.173185
1.1000001,11,4387.226471
6.7034636,11,4387.273537
6.05,10,4387.297308
8.85592,11,4387.330551
8.790285,11,4387.383583
8.994592,10,4387.411135
6.480766,9,4387.434095
6.5750422,9,4387.457297
7.5463467,9,4387.489684
6.5989113,10,4387.529645
7.616699,11,4387.568261
7.9234486,10,4387.598386
7.652511,11,4387.629699
7.124186,10,4387.67138
0.25000006,11,4387.721017
7.383728,10,4387.755423
6.6323714,9,4387.782301
4.824703,9,4387.812864
8.693332,10,4387.863071
8.1140375,10,4387.899706
7.4609222,11,4387.941345
6.1857567,10,4387.976868
9.478055,10,4388.017086
6.2041655,10,4388.051268
5.7712398,10,4388.080742
8.147186,11,4388.117851
4.9553185,11,4388.160457
6.403475,10,4388.197112
6.7031355,11,4388.254274
7.454412,11,4388.302865
6.7641845,10,4388.332179
5.9176188,10,4388.358071
9.240971,9,4388.381262
7.949543,9,4388.405038
5.840589,10,4388.431475
8.914283,10,4388.458759
7.386367,10,4388.485352
3.1,10,4388.508589
5.212721,10,4388.550063
6.5099025,10,4388.593303
8.471119,11,4388.631418
6.342869,11,4388.665153
6.292114,9,4388.700205
7.629401,10,4388.733338
4.3914547,10,4388.762155
6.0014105,12,4388.808634
2.4,8,4388.837306
6.0554485,10,4388.899925
6.5293875,11,4388.94101
6.4483156,10,4388.978264
7.341352,10,4390.628378
4.9303474,11,4390.667026
7.6800694,10,4390.71039
5.955348,11,4390.753004
7.759111,10,4390.791884
10.235677,11,4390.822762
8.180019,11,4390.852395
8.245789,10,4390.892273
8.227522,9,4390.913065
5.6353016,10,4390.946148
8.257553,9,4390.968156
1.0500001,10,4390.992227
4.6000004,8,4391.011393
8.267785,11,4391.039446
8.796553,10,4391.068159
6.4243455,11,4391.107135
6.429686,11,4391.133885
6.553508,10,4391.169875
7.6143584,10,4391.21336
3.7035713,10,4391.249173
8.401124,10,4391.277117
6.5210066,10,4391.305539
8.87453,9,4391.329606
6.4559145,9,4391.365428
2.9499998,11,4391.393494
4.028763,10,4391.419518
9.092283,10,4391.448773
7.141001,11,4391.486124
10.449331,10,4391.531074
8.36291,10,4391.553769
6.7473807,12,4391.588825
6.489233,10,4391.614465
5.001562,11,4391.639491
7.793262,11,4391.66942
8.133002,10,4391.693711
6.276474,11,4391.722976
7.2858534,11,4391.772806
8.002766,11,4391.806688
3.6000004,10,4391.839954
7.0886955,11,4391.880424
7.6708794,9,4391.905993
9.414607,9,4391.934703
6.0513363,10,4391.969054
5.038529,10,4392.004974
7.8201394,10,4392.042909
6.620511,10,4392.075309
9.322388,11,4392.115913
8.143727,11,4392.15913
0.65,10,4392.190395
9.142574,9,4392.228974
5.873823,9,4392.269383
7.3939633,10,4392.31016
7.006969,10,4392.342495
9.069019,9,4392.372491
6.6769423,12,4392.409612
5.7299213,11,4392.445886
5.9900284,9,4392.475634
7.617659,10,4392.517118
2.15,9,4392.54774
6.462015,9,4392.580644
8.390206,10,4392.626161
8.348558,9,4392.657595
8.194876,10,4392.683576
7.5458317,9,4392.704334
7.518651,8,4392.730373
7.838154,10,4392.765119
7.449429,9,4392.804904
6.644987,10,4392.828853
8.8730345,9,4392.880908
8.375675,9,4392.906946
7.5163865,10,4392.935959
5.9111996,10,4392.967609
5.297615,9,4392.994782
5.733078,10,4393.01881
6.0598006,10,4393.042183
5.9146686,10,4393.075734
8.196959,11,4393.100798
8.4961405,9,4393.122589
7.975404,10,4393.146191
9.67682,10,4393.177507
7.5946846,9,4393.202541
8.428045,10,4393.237386
8.967366,9,4393.273302
7.8875265,10,4393.306195
6.3546653,11,4393.352729
8.762046,9,4393.379079
1.3218045,10,4393.407268
8.159931,10,4393.438123
5.3904285,11,4393.49745
1.0354178,9,4393.539365
6.804907,9,4393.57168
8.209214,9,4393.603975
8.897805,9,4393.633774
5.6228466,10,4393.659235
7.411174,10,4393.684874
7.36088,10,4393.720114
10.3553505,11,4393.755904
-5.9604645e-08,10,4393.780017
6.523978,10,4393.809754
6.42704,9,4393.839651
7.7276783,11,4393.884456
1.7546738,10,4393.92697
5.3237185,9,4393.9584
2.05,10,4395.718339
9.275402,9,4395.744301
5.9764233,11,4395.800883
8.365682,10,4395.852443
4.178222,10,4395.883865
5.9322133,11,4395.909805
7.8217926,11,4395.934845
7.2080083,10,4395.960685
6.81448,10,4395.984624
6.883486,10,4396.009517
3.9265313,11,4396.036007
7.5946674,11,4396.061415
7.029353,11,4396.090766
3.281393,10,4396.114798
7.39365,9,4396.138936
6.949564,10,4396.170131
8.936538,9,4396.208781
7.5341835,9,4396.2421
6.995212,10,4396.275641
10.287491,10,4396.321689
9.460583,9,4396.350736
2.189438,11,4396.376501
5.774097,10,4396.406859
6.736386,9,4396.427796
6.794745,11,4396.462568
8.619619,9,4396.499138
6.3272533,9,4396.522415
7.6251097,10,4396.554022
8.2867365,11,4396.60359
7.682406,11,4396.637647
5.130876,10,4396.661706
5.126561,10,4396.685568
7.4665546,11,4396.723539
9.39831,11,4396.767172
8.807184,9,4396.818328
8.937292,11,4396.865958
7.729095,10,4396.909919
6.506811,10,4396.950798
8.43743,9,4396.975833
9.33844,10,4396.998248
4.724534,9,4397.022029
2.9411922,9,4397.043735
9.197195,11,4397.069278
8.369028,10,4397.094003
8.997453,11,4397.128711
3.5257134,10,4397.157565
7.472528,11,4397.18458
8.706316,10,4397.209776
7.973786,10,4397.233582
7.825656,10,4397.257567
5.957897,9,4397.293433
7.216295,10,4397.337993
7.8629427,10,4397.362396
8.33652,10,4397.408384
8.154941,10,4397.440066
9.508012,9,4397.475717
5.297571,10,4397.508144
10.015928,9,4397.538918
7.571199,10,4397.564481
8.934339,10,4397.596678
7.502931,11,4397.631267
8.06169,8,4397.666155
7.4478145,11,4397.706944
3.0607147,11,4397.746843
7.3953495,11,4397.790326
5.7418737,10,4397.838882
5.61556,10,4397.864222
4.425684,11,4397.903552
4.4821777,11,4397.938258
7.577896,9,4397.964266
6.1190605,9,4397.998123
6.3100204,11,4398.046309
6.218402,11,4398.070931
9.081218,10,4398.097984
5.7482414,10,4398.130812
7.266644,11,4398.173723
8.501287,9,4398.202115
8.201382,11,4398.240307
10.510952,10,4398.27284
4.195374,10,4398.299139
7.716052,9,4398.321647
6.249408,9,4398.344471
9.3941965,8,4398.374093
8.03095,11,4398.417682
6.904094,10,4398.458272
6.2617617,11,4398.493028
5.8224163,10,4398.516825
8.032198,11,4398.55627
8.636315,11,4398.592808
1.2,10,4398.616985
9.585827,10,4398.640785
1.7664292,10,4398.66808
4.4144053,11,4398.69647
4.9090466,11,4398.733449
7.6388392,10,4398.773733
9.227274,11,4398.820676
4.0318336,10,4398.87242
6.5681667,11,4398.917599
7.210041,10,4398.963488
8.779899,10,4398.997802
5.3077965,10,4399.029187
6.471471,10,4400.78032
8.1750145,12,4400.814136
7.549717,10,4401.05448
7.7190285,11,4401.097057
5.162196,10,4401.132803
7.622785,9,4401.154552
4.894575,10,4401.184713
6.72397,10,4401.222262
3.6099527,8,4401.241532
3.6489272,10,4401.265516
3.5500002,9,4401.28949
8.034134,10,4401.317565
7.4177837,10,4401.350111
6.6681542,9,4401.374596
6.514946,10,4401.399787
3.4230852,10,4401.426219
2.0,8,4401.446147
5.3672314,10,4401.473054
7.3748856,11,4401.505329
0.35000002,10,4401.535167
6.710778,11,4401.563476
6.75697,10,4401.596116
7.9333572,10,4401.621981
9.9995985,8,4401.641445
7.2046237,11,4401.665998
7.5866103,10,4401.699685
0.5500001,11,4401.725997
8.893006,10,4401.762523
8.28321,10,4401.797771
3.7073276,11,4401.828752
7.0608816,11,4401.883671
8.552552,10,4401.918143
3.0912595,11,4401.962521
8.691393,10,4401.991822
8.025593,9,4402.031558
8.57058,10,4402.067532
1.080658,10,4402.104091
4.5955524,10,4402.139931
7.743758,11,4402.182303
5.2615123,11,4402.223138
-5.3500004,10,4402.258495
5.6644526,10,4402.288121
6.7815332,9,4402.311502
5.0017786,12,4402.347047
8.236701,9,4402.367988
4.078318,9,4402.400572
2.6328454,10,4402.440126
7.937442,10,4402.47121
7.193252,9,4402.500369
3.97369,9,4402.525671
6.860189,9,4402.547364
8.292952,10,4402.575145
3.1000004,10,4402.599926
-0.30000007,11,4402.62637
5.9628654,9,4402.649905
7.3179755,10,4402.680187
6.3470073,10,4402.710483
6.663195,11,4402.750266
8.685274,11,4402.785813
5.6125402,11,4402.824536
7.464524,10,4402.864678
6.6404967,11,4402.893959
8.126184,9,4402.917547
4.027827,10,4402.943202
7.209637,9,4402.967248
3.9438457,10,4402.993022
5.1249304,10,4403.018817
4.1,10,4403.044078
3.9318118,10,4403.071066
2.9920466,10,4403.097259
5.9773154,10,4403.140245
7.1216073,10,4403.179029
0.80000013,11,4403.218911
5.048647,10,4403.252536
8.350318,10,4403.287309
5.701049,11,4403.313357
6.715002,9,4403.343801
5.277259,9,4403.372317
7.1666274,10,4403.415693
7.6996636,9,4403.438965
8.055072,10,4403.463324
6.8659906,10,4403.497317
1.2983317,11,4403.539489
8.9011,9,4403.581362
5.6258674,11,4403.614289
7.9407463,10,4403.642504
7.0426936,10,4403.668808
6.096294,9,4403.689485
6.9009457,10,4403.712849
7.2547355,11,4403.740848
8.835406,9,4403.763936
10.55859,11,4403.791129
9.165186,10,4403.814167
7.1750445,10,4403.847822
7.1406555,11,4403.897442
8.02293,10,4403.933408
8.590538,9,4403.961088
7.9398174,10,4403.990898
8.849813,11,4404.034986
2.9891238,9,4404.075068
7.0206995,10,4404.104729
1.7760406,9,4404.140417
0.9500002,10,4404.177212
7.7629595,9,4405.84448
2.0,10,4405.880638
4.7401586,10,4405.936918
6.455285,10,4405.97129
1.3000001,11,4406.001717
7.7118187,9,4406.031157
7.3695345,9,4406.05552
8.468255,9,4406.081015
6.919339,10,4406.122314
8.820269,10,4406.156336
2.15,10,4406.199469
9.801173,10,4406.222983
8.038001,10,4406.250302
3.5,10,4406.275765
6.8292007,11,4406.301511
6.5978255,9,4406.32454
7.062596,9,4406.345859
6.599302,10,4406.37767
8.288377,11,4406.403907
3.15,11,4406.429043
4.783143,10,4406.469955
8.721707,9,4406.493467
4.946456,10,4406.525837
7.3800883,10,4406.553133
9.241523,9,4406.589239
9.361473,10,4406.63455
5.8468432,10,4406.686074
3.0500002,11,4406.723539
7.6422133,11,4406.766048
2.2129934,11,4406.792131
3.55,11,4406.828908
9.609733,9,4406.849808
7.8203845,9,4406.87503
6.4136915,10,4406.955426
6.063497,9,4406.997681
9.975603,10,4407.036942
3.8613894,11,4407.068261
8.199749,10,4407.098025
1.3,10,4407.123386
7.365488,10,4407.151422
7.6679106,9,4407.180854
6.016719,9,4407.206147
4.9241295,10,4407.232137
8.405285,9,4407.253766
8.602343,10,4407.284366
8.516403,9,4407.306417
8.381323,11,4408.603445
7.8500185,9,4408.635149
4.788805,9,4408.676273
3.9772336,9,4408.703265
7.4078026,11,4408.739377
2.5838492,10,4408.790153
7.647909,9,4408.83496
8.210193,10,4408.862844
5.219754,9,4408.895548
8.350109,9,4408.919715
7.9850125,10,4408.946229
7.688227,10,4408.975553
6.7481084,9,4409.013297
0.22425169,11,4409.041268
0.24999999,10,4409.077971
8.274317,9,4409.100459
9.418521,9,4409.133485
6.6981096,10,4409.186022
1.5159442,11,4409.222056
8.058043,10,4409.259359
7.665688,10,4409.300759
3.2066483,11,4409.341556
6.7692385,10,4409.370193
6.907397,11,4409.397115
8.372859,10,4409.430752
8.553301,10,4409.46979
7.3544307,8,4409.506255
6.329911,10,4409.536372
8.759379,9,4409.57977
5.165332,10,4409.622459
9.333638,9,4409.664772
7.7259502,9,4409.708836
8.292577,10,4409.738245
8.22035,9,4409.773304
3.9406576,12,4409.8258
7.7197423,11,4409.875771
2.5325274,10,4409.921133
3.2500002,9,4409.949953
9.443676,9,4409.985348
7.759081,9,4410.024283
9.199814,10,4410.055196
6.0848923,10,4410.091464
8.752347,10,4410.123123
3.85,10,4410.160372
7.83225,10,4410.207637
7.432418,10,4410.248095
5.9201155,10,4410.296438
7.180413,11,4410.338283
2.5178447,10,4410.376369
5.515249,8,4410.412427
8.368414,11,4410.453679
8.592077,11,4410.496656
7.993586,9,4410.53431
8.705418,11,4410.571173
6.873491,12,4410.618389
7.700483,11,4410.662746
4.2336154,9,4410.695207
8.057509,9,4410.724324
7.8686433,9,4412.410995
8.687564,11,4412.4375
7.893318,10,4412.46508
8.396335,10,4412.492156
9.458819,10,4412.515618
8.044529,10,4412.537879
8.625077,10,4412.559339
7.514048,10,4412.580321
7.929153,11,4412.602286
8.027031,10,4412.624975
8.220198,10,4412.645237
8.618805,10,4412.68126
4.80671,9,4412.709675
5.3,9,4412.742346
7.642888,11,4412.78403
9.502383,9,4412.815106
4.811615,10,4412.845604
7.9016137,10,4412.88907
4.9146185,8,4412.921717
3.55,9,4412.956593
6.8989296,10,4412.998941
7.8788595,11,4413.029079
7.4143734,10,4413.052238
6.7198763,10,4413.081625
4.0448046,10,4413.105241
8.750426,8,4413.134368
6.87585,10,4413.167225
7.4698396,9,4413.201686
2.766463,8,4413.223542
9.170899,9,4413.266662
5.3336473,10,4413.307396
1.5500002,8,4413.356074
9.9775305,10,4413.396601
6.009944,10,4413.433126
7.341323,10,4413.457306
5.3531733,9,4413.492184
8.324758,11,4413.516706
9.644952,9,4413.542143
5.4948277,10,4413.574565
7.824678,10,4413.60574
7.964097,10,4413.642043
8.710691,9,4413.662585
3.5,10,4413.687309
6.4600415,9,4413.708436
6.1132455,10,4413.742138
0.3,10,4413.770264
9.616411,10,4413.802182
7.9609437,9,4413.821874
6.9413834,9,4413.843934
8.690839,10,4413.878277
1.30477,10,4413.92424
9.215988,11,4413.951574
7.238039,10,4413.974252
8.641724,10,4414.003222
5.337799,11,4414.043916
7.290142,10,4414.0724
3.7269492,11,4414.109623
6.8305254,10,4414.141347
6.205453,10,4414.163338
8.818322,10,4414.189093
5.4516344,9,4414.219694
7.977223,10,4414.267095
6.315274,10,4414.298108
8.247359,11,4414.332851
8.558766,9,4414.366274
9.776464,11,4414.413904
8.35743,11,4414.452117
7.12264,10,4414.491571
3.3000002,10,4414.525368
7.8443975,11,4414.579512
6.2187157,11,4414.616064
7.991932,10,4414.649113
6.936763,10,4414.688828
7.9903326,11,4414.735008
7.225424,9,4414.755672
9.419125,10,4414.777401
8.977648,10,4414.80605
7.445599,10,4414.832887
9.300032,9,4414.853306
8.046635,10,4414.87695
7.9884815,10,4414.900093
4.8211737,10,4414.926396
7.942344,10,4414.962045
8.526924,10,4415.006876
8.676956,10,4415.043998
8.915356,9,4415.07566
8.544039,10,4415.117099
8.093483,9,4415.149252
5.9637284,10,4415.187882
8.0900955,10,4415.227159
7.80929,9,4415.256904
8.575862,8,4415.286232
8.313505,10,4415.320784
9.395716,10,4415.360199
8.058392,9,4415.391043
6.9508934,10,4415.438407
9.686667,10,4415.471197
7.1525803,9,4415.508986
8.677515,9,4415.561387
8.084731,11,4415.595966
8.269956,10,4415.616353
7.0462303,11,4415.643597
0.8500001,11,4415.68036
0.55,11,4415.725684
6.945822,8,4417.448185
9.17038,10,4417.472759
8.287265,8,4417.492414
6.7684236,11,4417.543422
5.77396,10,4417.568709
8.251971,10,4417.603741
5.2150946,10,4417.631157
7.6814604,8,4417.658149
8.852047,10,4417.693678
3.9586964,11,4417.717789
-0.55,10,4417.737346
6.7744336,10,4417.755565
1.9959276,11,4417.789925
4.410932,11,4417.825378
8.106129,9,4417.865768
6.200988,11,4417.895426
3.3111055,11,4417.916337
9.088833,9,4417.934994
5.2146277,10,4417.956585
9.022507,9,4417.988342
7.1701345,10,4418.011924
0.65000004,10,4418.038323
0.24999994,11,4418.06857
8.844163,10,4418.100188
5.819202,10,4418.126733
1.0890651,11,4418.17693
6.3401947,10,4418.206154
1.8891916,10,4418.23049
10.115116,10,4418.249672
7.07145,9,4418.268976
7.615777,10,4418.290032
7.4430885,10,4418.310524
4.23776,10,4418.350242
6.7541823,11,4418.373031
7.1181865,9,4418.391419
7.622393,10,4418.425575
0.5500001,10,4418.475595
5.7102213,10,4418.51474
4.8135805,11,4418.554106
10.155886,9,4418.582118
6.296794,12,4418.611945
8.283168,10,4418.632082
6.779844,11,4418.654494
1.0000002,10,4418.677423
6.9641137,9,4418.694612
8.733519,10,4418.713662
7.676797,9,4418.733283
5.383051,11,4418.764616
7.142628,10,4418.784953
9.543999,10,4418.815638
6.4186163,10,4418.844485
8.410264,10,4418.884823
8.359081,11,4418.923159
8.380305,9,4418.955966
8.078693,8,4418.981058
4.3901286,9,4419.009269
6.8796763,11,4419.052495
6.770785,8,4419.084167
9.2916155,9,4419.114253
9.176622,10,4419.147404
8.976002,10,4419.184911
4.445921,10,4419.220272
5.8292437,8,4419.247399
8.386227,10,4419.281574
8.827311,9,4419.307896
6.325825,11,4419.347811
6.527363,10,4419.385378
7.057314,11,4419.417855
8.501497,9,4419.459892
6.635541,10,4419.48819
6.551532,9,4419.521019
7.568438,10,4419.550439
7.7975907,11,4419.586505
5.934579,10,4419.606667
8.205916,10,4419.627528
3.7668505,10,4419.664845
1.9,10,4419.712054
7.2383585,10,4419.75163
7.3470683,10,4419.789289
6.1626325,12,4419.821759
7.309616,10,4419.847957
7.067505,10,4419.874115
8.866623,10,4419.900311
8.613495,9,4419.921174
6.5264974,11,4419.947295
6.7910404,10,4419.975675
4.373855,10,4420.009763
6.739064,10,4420.040009
7.655868,9,4420.058921
9.122211,9,4420.087471
1.3000002,10,4420.115978
4.2886896,10,4420.154773
7.6917157,10,4420.178605
5.519926,10,4420.201031
1.8282497,10,4420.221346
0.75000006,11,4420.243096
6.4215136,10,4420.269238
1.0359074,10,4420.30329
7.4242244,10,4420.333224
3.8114753,10,4420.356735
6.8044524,9,4420.376842
9.434269,10,4420.397958
7.690811,10,4420.419747
7.6576557,10,4422.126822
6.5257254,10,4422.170472
8.094616,10,4422.207617
5.7981,10,4422.242163
5.701233,11,4422.277128
8.090385,11,4422.302638
3.5,11,4422.328269
6.282737,10,4422.349438
9.627874,8,4422.367909
8.406798,9,4422.392
3.25,10,4422.412989
1.5159202,10,4422.438574
8.394386,8,4422.46509
5.413684,10,4422.489069
8.033842,10,4422.513578
6.1533384,10,4422.536641
3.8,9,4422.567979
0.8500001,10,4422.595492
5.7308416,10,4422.62218
8.959296,9,4422.650654
6.673974,11,4422.686713
6.0649405,10,4422.716007
6.81428,10,4422.740638
5.9755087,9,4422.759392
8.293246,10,4422.78737
7.478811,11,4422.81056
8.040667,11,4422.83447
9.16446,10,4422.857097
2.7523828,10,4422.890238
8.263035,11,4422.911959
7.2877145,10,4422.93438
7.402768,9,4422.952448
8.157047,9,4422.975199
7.0729094,9,4423.011839
8.322418,9,4423.045935
8.90076,10,4423.084064
4.634157,10,4423.119753
4.8604712,10,4423.163802
8.026763,8,4423.185393
7.949424,9,4423.214087
9.235533,10,4423.23691
8.121773,8,4423.257505
8.673922,10,4423.298135
6.1010075,11,4423.327158
5.4090567,9,4423.350451
6.5277324,10,4423.370049
6.394093,12,4423.40691
9.34413,9,4423.427092
1.1500003,9,4423.469883
5.9949255,10,4423.502318
5.3542852,10,4423.540995
7.7115755,11,4423.575953
7.0586743,9,4423.605137
2.7528942,10,4423.629707
0.6999999,10,4423.666036
6.8947024,10,4423.693403
1.9836025,11,4423.733393
4.8987236,9,4423.767878
7.23834,9,4423.790122
8.340855,11,4423.813742
7.8191323,10,4423.841813
5.7594166,9,4423.870683
7.8141675,9,4423.898316
3.492172,10,4423.919359
7.682976,10,4423.939584
6.741738,9,4423.960827
7.960909,10,4423.98751
8.240842,9,4424.021682
0.7500002,9,4424.052165
8.258447,10,4424.085421
7.500105,10,4424.106808
6.83563,10,4424.127017
3.599877,9,4424.151916
8.097378,10,4424.185196
6.9610753,10,4424.221666
7.856295,10,4424.256737
8.571373,10,4424.289571
5.7738333,10,4424.309653
6.407546,10,4424.330755
7.2603436,9,4424.354984
7.3112435,10,4424.382182
8.132679,10,4424.40762
5.616605,9,4424.435858
2.45,11,4424.480332
1.3500001,10,4424.509767
8.442634,9,4424.530961
6.8612714,11,4424.561115
6.9752893,9,4424.586
7.3738923,9,4424.61609
8.220206,10,4424.644425
8.722526,8,4424.667955
7.1285715,11,4424.704988
4.6772814,9,4424.741735
6.141651,9,4424.76988
8.129722,10,4424.807904
3.4,10,4424.845996
7.8307757,10,4424.885208
7.3104653,11,4424.915912
2.4174728,10,4424.94206
-0.40000004,10,4424.974177
7.121417,8,4424.992221
