#{"t_start": 1747523962.9248097, "env_id": "None"}
r,l,t
5.124356,10,298.784768
7.1513414,11,298.825229
7.659894,11,298.864406
8.175417,10,298.90303
8.941976,10,298.935716
3.2645504,9,298.970609
7.616232,10,298.999969
8.482663,10,299.043667
7.8404026,11,299.086385
8.267516,11,299.130658
8.510938,10,299.171095
8.430847,10,299.207617
7.908327,11,299.254903
7.5329127,9,299.286541
1.5,11,299.327316
6.1634526,10,299.367106
0.6,10,301.192335
8.481414,11,301.223851
10.01469,10,301.26001
8.76841,10,301.290812
6.183476,10,301.323334
0.9000003,10,301.356987
9.284009,11,301.412163
5.9361677,10,301.469468
7.6226926,10,301.512505
7.584096,10,301.566714
8.773297,11,301.609491
6.210675,10,301.641205
6.4592175,10,301.670393
2.9499998,11,301.71058
8.494985,9,301.741003
8.421761,10,301.77879
6.864386,11,301.809596
5.648613,10,301.841716
7.6534467,10,301.888187
1.383781,10,301.938222
8.196184,10,301.978856
6.9073486,10,302.029117
8.696891,10,302.060463
0.6570052,11,302.095727
3.696621,9,302.140147
0.70000005,10,302.193748
8.631711,10,302.219045
2.4617631,10,302.243145
6.1951017,9,302.264323
8.352709,11,302.294259
9.013429,10,302.316922
8.885349,11,302.342994
5.9579906,9,302.363271
8.330746,10,302.384802
8.211322,11,302.411423
8.900528,10,302.449203
8.4921,11,302.486416
7.221366,10,302.51009
6.417839,10,302.555971
4.670106,11,302.597194
3.5500002,10,302.621896
7.227481,10,302.648869
7.321706,10,302.673755
7.801221,10,302.700639
7.8538337,10,302.74096
8.822506,10,302.776417
8.505277,10,302.805485
5.4301653,11,302.845688
3.034101,11,302.879932
6.6012106,11,302.908318
6.2652674,9,302.931676
9.359234,10,302.955988
8.638176,10,302.983335
8.218976,10,303.006483
0.80000013,10,303.028019
4.976144,10,303.056324
7.629965,10,303.082894
5.573849,11,303.11784
8.419176,10,303.164835
8.646154,10,303.198878
9.2297125,10,303.251093
6.913877,10,303.285039
8.008754,10,303.30909
5.3623347,10,303.333452
7.826214,10,303.358796
4.5307727,10,303.382151
6.78609,11,303.406427
4.257195,10,303.441765
3.0,10,303.463831
4.053301,10,303.488134
1.2,11,303.51423
8.397784,11,303.539458
8.645073,11,303.571252
4.0,11,303.60968
3.2036839,11,303.657055
8.27366,10,303.702531
8.648898,10,303.743583
3.0,8,303.767123
8.0344305,10,303.791086
7.9053035,10,303.816532
6.001963,10,303.855162
2.593321,11,303.886664
7.019916,10,303.913993
10.145718,11,303.94304
8.737152,10,303.968523
8.910645,10,303.998031
7.476372,10,304.021719
9.113307,11,304.056963
9.203718,9,304.07927
7.580832,10,304.105619
9.116173,11,304.134406
3.45,11,304.16293
6.0505366,11,304.191889
9.578945,10,304.24983
9.4419,10,304.284264
9.431736,10,304.325074
6.8936157,12,304.364919
7.099945,10,304.406274
7.9541507,10,304.453658
4.732634,11,304.502785
7.6074624,10,306.343393
8.177149,10,306.36834
1.8000002,8,306.393147
0.19999999,10,306.427882
7.7742696,10,306.464193
8.609448,10,306.502444
3.6896389,10,306.727812
8.86046,11,306.764868
9.605875,10,306.797795
1.6500001,10,306.827604
7.811364,10,306.855611
8.272079,10,306.880847
7.9817986,11,306.926815
8.475671,10,306.966663
7.1412525,10,306.991992
5.880556,10,307.015387
8.609022,9,307.038799
7.9747543,10,307.062478
5.7432094,10,307.084437
7.039766,11,307.107712
9.011891,10,307.132485
2.023716,10,307.159007
6.3509855,10,307.184476
6.5095725,10,307.222784
5.931846,10,307.268731
8.781487,10,307.301732
8.406642,11,307.340223
10.015004,9,307.383191
8.568118,11,307.419473
7.7624598,11,307.471874
9.482747,10,307.523233
7.8078637,11,307.568269
8.7344885,10,307.607383
9.897953,10,307.645082
6.027399,11,307.6749
8.165726,10,307.705888
5.2820673,11,307.758025
3.0623608,10,307.808475
3.6816494,10,307.857108
6.405504,11,307.88745
8.034034,10,307.91497
8.202276,11,307.9627
9.167467,11,308.015112
2.15,10,308.047052
8.083622,11,308.075725
8.270445,11,308.110487
8.21118,9,308.151834
-0.19999999,10,308.183828
8.610989,10,308.209125
8.706213,11,308.242656
9.039173,11,308.283815
8.390316,10,308.331744
9.127835,11,308.370695
7.829733,10,308.399599
5.081914,10,308.430259
7.2973003,10,308.488972
1.6000001,9,308.521922
8.664538,10,308.55073
1.7732612,11,308.595499
8.530924,10,308.636019
8.356402,11,308.674156
7.4598417,11,308.698317
8.503499,10,308.724888
3.0020497,11,308.758257
2.847976,10,308.784303
10.125119,10,308.809022
5.734576,10,308.832975
5.692416,9,308.854315
5.91116,9,308.87428
4.766251,11,308.915353
2.7447422,10,308.960677
8.50134,10,309.005885
5.730201,11,309.04617
7.9521303,10,309.088873
7.1961718,10,309.132623
7.6981335,10,309.168028
1.7030609,9,309.191198
1.75,10,309.217887
7.1977687,10,309.252797
7.4147243,10,309.285627
1.2,10,309.323675
8.026471,10,309.359232
8.715373,10,309.406202
3.2792742,11,309.448017
5.102527,9,309.489742
1.1999999,11,309.528032
9.173722,11,309.561434
6.768346,9,309.599087
6.0631895,11,309.639797
5.843699,11,309.689256
9.876709,10,309.71461
4.1844163,10,309.746688
6.9848504,10,309.779376
2.25,11,309.814298
5.7396173,10,309.844948
6.4645677,10,309.874744
8.482006,10,309.917412
5.967889,10,309.968629
7.653767,10,310.004949
0.95,10,310.03641
7.1641464,11,311.841856
6.7900577,10,311.87885
9.43275,10,311.914294
8.697706,11,311.956064
6.5041943,10,311.992067
5.7235727,10,312.025687
8.022965,11,312.064209
6.35915,10,312.099072
8.448856,10,312.131656
8.527652,10,312.168787
8.025819,10,312.208505
8.879935,10,312.259644
1.1000001,10,312.311284
9.530542,10,312.343889
0.14999992,10,312.371835
4.9556427,9,312.397124
6.960161,10,312.42697
3.8000002,9,312.452209
8.031545,11,312.490797
7.492509,10,312.521531
7.1419344,10,312.577748
2.0,11,312.630202
1.6999999,10,312.665126
8.262703,10,312.694774
1.7500002,9,312.735633
4.3974752,10,312.772451
3.6,10,312.797812
3.2964082,10,312.828967
8.428271,10,312.854149
7.715147,10,312.88666
9.276971,9,312.921667
8.609138,11,312.948812
7.0592327,11,312.97476
7.5807014,12,313.013924
0.15,10,313.060462
8.0279,11,313.088015
3.65,9,313.108721
8.136345,11,313.146419
5.733481,10,313.189711
6.9929514,10,313.230051
7.9543467,10,313.258673
7.8044863,11,313.297557
8.620808,11,313.332588
8.9564905,11,313.384541
8.723259,10,313.427711
8.954951,10,313.468816
8.948698,10,313.515633
6.4110093,10,313.546613
5.49639,10,313.587397
1.2,10,313.618853
7.5635877,11,313.661012
8.0130205,11,313.699444
7.5424705,11,313.739496
1.3922621,11,313.774706
8.636385,9,313.808916
2.7500002,11,313.845794
6.1144423,10,313.884196
8.551901,10,313.917101
8.948425,10,313.947091
9.556593,10,313.983052
5.0172567,10,314.014441
6.1704674,10,314.058532
8.289774,10,314.096511
1.6098336,10,314.13737
6.0930696,10,314.177665
9.366823,10,314.208889
9.013466,11,314.245867
8.782112,10,314.284491
0.40000007,10,314.326019
7.117236,10,314.373711
8.77567,11,314.420882
5.3300757,10,314.452918
-5.25,10,314.508614
8.524867,10,314.537056
7.990798,9,314.560888
10.008503,10,314.60171
3.3,10,314.639309
8.738135,11,314.682309
7.728301,10,314.716179
8.018738,10,314.756534
2.5443213,9,314.793353
8.097082,10,314.828148
8.247282,10,314.865271
5.920646,10,314.899997
8.713751,11,314.947106
6.542983,11,314.990551
10.605057,10,315.030088
7.2550716,11,315.073084
6.445496,10,315.09981
8.603414,10,315.13771
5.7978706,9,315.174733
8.1111555,10,315.207087
9.147416,10,315.251856
7.1494045,10,315.322086
4.233122,11,315.384504
5.5886555,10,315.408878
8.976769,11,315.44259
8.645316,11,315.468319
5.2843866,10,315.509952
6.230045,10,315.554326
8.783174,11,315.597069
7.092033,10,317.275103
5.7352295,11,317.307513
-0.14999986,10,317.336198
0.90000004,11,317.374679
7.0991445,11,317.412829
10.5004635,10,317.448053
7.0582166,10,317.490067
8.387538,10,317.536586
6.2799845,11,317.591836
8.93789,10,317.620907
6.6192856,10,317.660774
3.8517926,10,317.694227
7.6028605,11,317.728705
9.362158,10,317.759269
8.14061,10,317.796771
6.113146,10,317.823328
6.6715775,10,317.847023
1.1000001,10,317.875961
9.525015,10,317.901989
7.0514116,11,317.929676
5.3497915,11,317.971248
2.491467,11,317.99722
8.320833,11,318.030053
8.085678,10,318.075322
9.362851,10,318.116444
4.5395374,10,318.158415
6.1497974,11,318.202984
3.0,11,318.257244
8.910007,10,318.289904
4.4947376,11,318.326092
7.709282,10,318.369008
3.416061,11,318.42191
7.208736,11,318.479276
1.3094965,11,318.517169
6.58134,10,318.559611
8.628335,9,318.600967
8.391469,10,318.645959
9.058605,10,318.67736
7.0101304,10,318.707611
7.432973,11,318.746409
7.9929237,11,318.788498
8.358826,10,318.814566
8.363946,10,318.844835
7.1554127,10,318.872745
6.9906554,11,318.912244
7.0008802,10,318.956064
8.249762,10,318.989143
7.2304797,10,319.02685
10.5442915,10,319.071641
8.204602,10,319.109701
9.549507,11,319.149583
9.425879,11,319.182981
8.120312,11,319.219697
8.825736,11,319.257182
8.415297,11,319.296155
8.2714615,11,319.342164
2.45,10,319.379241
8.3755665,10,319.42328
7.6090045,11,319.451858
9.267183,10,319.47895
8.96679,10,319.510839
6.318593,10,319.535858
5.338316,10,319.557959
7.01251,10,319.602902
8.62879,10,319.629752
8.328753,10,319.656141
3.4173868,10,319.681298
2.1332717,9,319.719617
8.13918,10,319.762889
7.912203,11,319.799756
6.665113,9,319.825908
8.503782,10,319.874397
8.34416,10,319.911061
2.3481023,11,319.949531
3.1,12,320.000492
8.982608,10,320.040478
8.740115,10,320.071248
6.4163857,10,320.111943
5.9901633,9,320.137395
-4.7,10,320.170513
8.042407,10,320.195507
6.6113143,10,320.231355
11.0023985,10,320.262928
8.306716,10,320.298051
5.793888,11,320.341077
8.985786,10,320.380529
4.7312,10,320.425257
6.707513,11,320.465737
9.066817,10,320.50545
7.976237,11,320.550413
7.819036,10,320.600989
4.640847,10,320.642199
6.742293,11,320.698554
3.6,10,320.733839
8.430553,10,320.773895
9.310897,11,320.815585
8.426964,11,320.848669
6.5355597,11,320.891703
7.3360615,11,320.940692
3.286556,9,324.051674
7.7263546,11,324.087364
7.1254196,10,324.115099
8.235872,10,324.144605
6.8399043,10,324.176835
7.8129597,10,324.203537
6.937681,11,324.235535
7.8587565,11,324.269436
3.8083527,10,324.298376
7.3350344,10,324.33003
10.491465,11,324.375797
5.4163246,10,324.418675
9.238349,10,324.454123
8.750524,10,324.490867
3.0944262,9,324.517703
7.327258,10,324.556686
7.4347005,10,324.589073
6.920794,10,324.620237
7.49296,11,324.660544
5.265302,11,324.727551
8.114112,10,324.770164
8.964649,10,324.797316
7.1439366,10,324.822601
7.918319,10,324.846119
7.5830994,10,324.872742
9.125234,11,324.898088
8.293868,10,324.921502
8.010528,11,324.959897
8.417903,11,324.983391
9.436398,10,325.009744
8.9812355,11,325.037044
8.425107,9,325.06146
9.002852,9,325.087061
5.831081,10,325.114831
6.057876,10,325.147288
6.9681664,10,325.170644
8.874866,10,325.198311
7.5277967,10,325.227599
6.2089057,10,325.260388
5.2096906,11,325.295157
9.527821,10,325.34064
6.8558593,11,325.370431
8.6760025,10,325.398061
4.4822245,10,325.42847
5.339423,10,325.456943
7.5887504,10,325.486283
9.3246765,10,325.520937
9.812475,9,325.545815
8.673335,10,325.573885
7.0206695,11,325.623077
9.903621,10,325.662308
4.0559435,11,325.698476
5.309387,10,325.738996
1.7850757,10,325.791075
4.7721715,10,325.822979
8.328562,9,325.860891
8.514059,10,325.904218
7.110368,10,325.93423
6.1385903,11,325.978903
7.8169246,10,326.023576
7.5034413,10,326.069048
9.895526,10,326.119621
10.285162,10,326.176532
6.5780115,9,326.206906
1.3212154,11,326.243795
4.8116703,10,326.276929
3.9516788,11,326.311924
8.932851,9,326.33813
4.2705016,10,326.389218
8.419842,11,326.45268
8.561205,11,326.492241
2.642349,11,326.526091
9.364576,10,326.559114
8.211819,11,326.588876
9.128803,10,326.614288
8.615742,10,326.640169
3.8268285,10,326.664283
8.00922,11,326.694423
1.0999999,11,326.721274
10.304341,9,326.744817
6.225849,11,326.775402
7.3031363,10,326.813493
9.629595,10,326.865963
7.472892,11,326.897575
7.815714,10,326.926159
7.4137964,10,326.9778
1.4107696,10,327.018446
4.3658915,10,327.045837
8.686047,11,327.082272
6.4043474,10,327.116999
7.597848,10,327.151879
6.5590415,11,327.203356
8.247776,9,327.228838
0.1499999,11,327.254697
8.7428875,10,327.281508
1.855232,10,327.306535
8.732358,10,327.331383
9.656677,10,327.370106
9.301946,11,327.409078
8.602013,10,327.441947
10.239154,9,327.475603
7.1963353,9,329.476596
7.976284,11,329.526237
5.8269243,10,329.577344
7.0809436,10,329.610959
11.5014,10,329.638913
7.297875,10,329.665792
8.717067,10,329.700498
9.652323,10,329.725803
6.762378,10,329.761639
4.241804,9,329.783966
7.9580126,10,329.808939
9.991141,10,329.834007
9.546412,10,329.857265
7.687767,10,329.889761
7.012178,11,329.961064
7.4025154,10,330.039431
7.9982557,10,330.096649
7.4387846,10,330.139349
1.8256464,10,330.177075
4.153932,10,330.208076
8.758055,10,330.235744
7.5244465,10,330.267996
3.3750696,10,330.29899
5.1702256,9,330.333298
0.95,10,330.385869
8.98122,10,330.419385
10.996867,11,330.451216
-0.65000004,12,330.489161
8.181734,11,330.520236
8.4668865,10,330.550356
10.645489,10,330.575247
5.5529394,10,330.609447
7.2170076,10,330.637084
3.2500002,11,330.670213
7.563615,10,330.705048
9.146342,10,330.742371
7.5579123,11,330.78337
6.561079,11,330.83426
9.373053,10,330.879821
5.090488,10,330.922362
5.0771585,10,330.980543
8.555965,10,331.032007
6.672607,9,331.067683
5.3057795,11,331.101796
5.3500004,8,331.123552
8.243859,10,331.147882
0.72087854,11,331.181817
8.542445,10,331.20634
7.796003,10,331.231103
9.273571,10,331.258552
9.000332,10,331.282228
1.5,9,331.311241
7.178878,10,331.339195
7.1740522,9,331.360626
7.257075,10,331.38298
6.7501044,10,331.408329
8.117844,10,331.442011
5.0610976,10,331.487768
9.020803,10,331.523701
6.9483128,10,331.55599
7.4581156,10,331.592903
8.251966,10,331.62295
7.011681,10,331.653941
6.5448675,11,331.693655
5.7671103,10,331.717561
10.253084,10,331.739858
3.85,10,331.784747
9.309959,10,331.812185
7.4998965,10,331.834514
10.29686,10,331.85687
6.8764963,10,331.890999
9.758302,10,331.924118
7.2781878,11,331.970808
8.840391,10,332.009406
0.7000002,10,332.054157
7.275845,10,332.087928
6.202543,11,332.127296
5.6919837,11,332.173051
5.873197,10,332.203929
3.1639032,11,332.251259
9.411072,9,332.286369
9.413327,11,332.324443
8.696759,10,332.357699
8.971438,11,332.402082
3.561279,10,332.444848
6.983679,11,332.479708
5.05,10,332.505163
9.703415,11,332.541863
7.9085765,10,332.569215
7.7186384,11,332.617115
6.144926,10,332.643226
7.0310183,10,332.672926
5.228258,10,332.705071
10.080918,10,332.729613
4.9667807,10,332.760028
9.359379,10,332.797153
2.55,8,332.821705
7.8213987,10,332.85069
3.5648592,10,332.874944
7.845088,10,332.902157
7.501442,10,332.932686
7.0264378,9,334.691335
9.97105,10,334.71811
7.137317,9,334.743992
5.8552775,12,334.783824
7.0502243,10,334.816765
7.0729527,10,334.844613
6.4672785,10,334.879179
7.903593,10,334.912918
8.285916,10,334.942231
8.567458,9,334.96494
8.110477,11,334.994407
2.7569544,11,335.039635
4.1747785,11,335.084584
7.4455633,10,335.133232
3.6361513,11,335.191797
7.9873815,9,335.213562
7.973259,10,335.239597
7.17956,10,335.267616
0.85,10,335.295605
6.6543455,10,335.329105
7.695625,10,335.372527
8.566724,10,335.408656
8.322933,10,335.445289
8.743643,9,335.479055
8.326137,10,335.514577
8.834432,10,335.544467
7.2144084,9,335.582031
10.199742,10,335.613601
7.420057,10,335.643651
4.2804127,10,335.679373
8.692786,9,335.711235
6.58424,11,335.756902
4.142326,10,335.794716
4.173106,10,335.843866
7.3350105,10,335.885524
6.8713827,11,335.938602
7.150944,11,335.978603
8.241677,10,336.027992
7.1099024,10,336.068842
7.6487174,11,336.11236
7.327802,11,336.162333
8.70177,10,336.201832
9.140774,11,336.234769
7.2456484,11,336.267524
1.15,11,336.298917
0.97695035,10,336.343519
2.65,10,336.38059
6.431125,11,336.41046
7.031412,10,336.439382
5.796674,10,336.466562
5.631846,10,336.496566
7.4649973,11,336.528917
7.8431463,10,336.556526
9.018259,10,336.583421
6.248113,10,336.615604
7.2864766,10,336.645442
7.8483543,11,336.692953
10.2542715,10,336.725106
7.599426,9,336.756054
5.3740187,10,336.795399
4.2523637,10,336.832009
7.19176,10,336.869308
7.6126437,11,336.90974
7.4330835,10,336.949768
8.208217,11,337.015673
8.962771,10,337.058217
9.190826,10,337.108007
5.6950135,10,337.152223
6.1810317,9,337.199466
9.171827,10,337.23176
2.8647327,10,337.27431
5.919518,10,337.308428
3.2459319,10,337.335813
0.5185932,10,337.36064
7.282506,10,337.392096
7.121859,10,337.424606
1.5,11,337.453752
2.6709125,10,337.4971
8.153302,12,337.52436
5.1275687,10,337.552683
8.040996,10,337.577592
9.190957,10,337.601372
8.653537,10,337.625538
3.110112,9,337.649482
2.370842,10,337.698986
7.636189,10,337.722061
7.6320286,10,337.749339
5.1874275,10,337.77951
1.05,10,337.812551
9.329334,10,337.857483
10.810372,10,337.89802
8.217016,10,337.952053
7.3818717,11,338.012343
9.384923,10,338.040908
3.2,11,338.071579
9.022374,10,338.095503
7.7853203,11,338.133871
8.2127075,12,338.193699
8.084453,10,338.219199
6.170432,11,338.261304
8.097432,10,338.305204
8.639225,11,340.205948
8.596011,11,340.232143
4.7847414,10,340.26165
9.404081,10,340.301002
7.0204625,10,340.343939
8.167245,10,340.382776
8.302196,10,340.410748
3.1499999,11,340.456529
6.9729385,10,340.495181
8.538569,11,340.53258
6.6876707,10,340.564158
2.802757,10,340.59394
8.263045,11,340.629898
9.606991,10,340.663574
8.154349,11,340.710175
9.555965,10,340.754827
6.3489027,11,340.795773
5.896879,10,340.833444
6.8320217,11,340.869313
7.2924013,10,340.903475
8.048471,10,340.949933
7.7539854,10,340.982555
8.774982,10,341.012808
7.684528,10,341.03688
8.842249,10,341.072562
8.524302,9,341.093275
7.450581e-09,9,341.115274
3.636986,11,341.140109
6.914718,9,341.15931
