steps,total_reward,max_alert_level,final_alert_level,total_data_exfiltrated,final_nodes_compromised,nodes_compromised_history,alert_level_history,data_exfiltrated_history,resources_left,action_distribution,model
10,4.3338534420647985,0.410338534420648,0.410338534420648,0.10338534420647981,1,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.1, 0.1, 0.25, 0.4, 0.4, 0.410338534420648]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10338534420647981]",0,"[4, 2, 3, 0, 1, 0]",PPO
10,3.95,0.1,0.1,0.0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.1, 0.1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,"[7, 2, 1, 0, 0, 0]",PPO
10,1.65,0.30000000000000004,0.30000000000000004,0.0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05, 0.15000000000000002, 0.15000000000000002, 0.30000000000000004]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,"[7, 2, 1, 0, 0, 0]",PPO
10,-0.39999999999999997,0.05,0.05,0.0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05, 0.05, 0.05]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,"[10, 0, 0, 0, 0, 0]",PPO
10,7.537267326033072,0.13487267326033073,0.13487267326033073,0.3487267326033072,1,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.1, 0.1, 0.1, 0.10237492806544456, 0.10305450992335756, 0.12361247727683425, 0.13082226455129936, 0.13435198361452624, 0.13487267326033073]","[0.0, 0.0, 0.0, 0.0, 0.02374928065444545, 0.030545099233575537, 0.23612477276834246, 0.3082226455129935, 0.34351983614526244, 0.3487267326033072]",0,"[1, 2, 1, 0, 6, 0]",PPO
10,7.682313322732751,0.13632313322732756,0.13632313322732756,0.36323133227327536,1,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.1, 0.1, 0.1, 0.1030378386681268, 0.11718244708683893, 0.1197304809639774, 0.12401673576176599, 0.12793625456528268, 0.13632313322732756]","[0.0, 0.0, 0.0, 0.0, 0.03037838668126791, 0.17182447086838926, 0.19730480963977387, 0.24016735761765973, 0.27936254565282653, 0.36323133227327536]",0,"[1, 2, 1, 0, 6, 0]",PPO
10,5.264938281547664,0.6261493828154767,0.6261493828154767,0.2614938281547664,1,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[0.05, 0.15000000000000002, 0.15000000000000002, 0.30000000000000004, 0.45000000000000007, 0.6000000000000001, 0.6000000000000001, 0.6018319579249415, 0.6113243692897617, 0.6261493828154767]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018319579249413766, 0.11324369289761624, 0.2614938281547664]",0,"[1, 2, 4, 0, 3, 0]",PPO
10,-0.49999999999999994,0.0,0.0,0.0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,"[10, 0, 0, 0, 0, 0]",PPO
10,8.257989164121078,0.04007989164121078,0.0,0.4007989164121078,1,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.011336120624444883, 0.03523087766089294, 0.03523087766089294, 0.03523087766089294, 0.037485957664015, 0.04007989164121078, 0]","[0.0, 0.0, 0.0, 0.11336120624444883, 0.3523087766089294, 0.3523087766089294, 0.3523087766089294, 0.37485957664015, 0.4007989164121078, 0.4007989164121078]",-1,"[3, 1, 1, 0, 4, 1]",PPO
10,0.0,0.0,0.0,0.0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,"[10, 0, 0, 0, 0, 0]",PPO
10,6.627509171317932,0.4317750917131794,0.4317750917131794,0.31775091713179326,1,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.1, 0.1, 0.25, 0.4, 0.4, 0.4051710443129869, 0.40877115103612427, 0.4187823162085411, 0.4317750917131794]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0517104431298686, 0.08771151036124211, 0.18782316208541056, 0.31775091713179326]",0,"[1, 2, 3, 0, 4, 0]",PPO
10,1.6500000000000001,0.25,0.25,0.0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0.0, 0.0, 0.0, 0.0, 0.05, 0.05, 0.05, 0.15000000000000002, 0.25, 0.25]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,"[7, 3, 0, 0, 0, 0]",PPO
10,7.697207259666356,0.18847207259666357,0.0,0.3847207259666356,1,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.15, 0.15, 0.17076438127770344, 0.1783797407896477, 0.18847207259666357, 0.18847207259666357, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.20764381277703428, 0.2837974078964769, 0.3847207259666356, 0.3847207259666356, 0.3847207259666356]",-1,"[3, 1, 2, 0, 3, 1]",PPO
9,8.171728202970968,0.03921728202970968,0.0,0.39217282029709677,1,"[0, 1, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.005283219937826929, 0.009654630471091274, 0.017580800223242352, 0.02112034488661562, 0.03921728202970968, 0]","[0.0, 0.0, 0.0, 0.05283219937826929, 0.09654630471091274, 0.17580800223242352, 0.21120344886615622, 0.39217282029709677, 0.39217282029709677]",0,"[1, 1, 1, 0, 5, 1]",PPO
10,0.7000000000000001,0.05,0.05,0.0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,"[10, 0, 0, 0, 0, 0]",PPO
10,6.552459105000003,0.17652459105,0.17652459105,0.26524591050000024,1,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.15, 0.15, 0.16041926903333792, 0.16829138684313472, 0.17652459105]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10419269033337915, 0.1829138684313472, 0.26524591050000024]",0,"[4, 1, 2, 0, 3, 0]",PPO
10,3.6,0.0,0.0,0.0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,"[8, 1, 1, 0, 0, 0]",PPO
10,6.67568332984577,0.5902568332984578,0.5902568332984578,0.40256833298457695,1,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.1, 0.1, 0.25, 0.4, 0.55, 0.55, 0.5686788772216625, 0.5807720304819559, 0.5902568332984578]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1867887722166252, 0.30772030481955864, 0.40256833298457695]",0,"[1, 2, 4, 0, 3, 0]",PPO
